2017,5,1,3174,1,2017,1,329769934.5339930 ,340017406
2017,5,1,3175,1,2017,1,262015802.054299 ,340017406
2017,5,1,3171,1,2017,1,347137001.3066270 ,340017406
2017,5,1,3100,1,2017,1,1437261814.83368000,340017406
2017,5,1,3172,1,2017,1,348626158.88616000,340017406
2017,5,1,3101,1,2017,1,2271031.8245132,340017406
2017,5,1a,3174,1,2017,1,77687913.1866727 ,340017406
2017,5,1a,3175,1,2017,1,72081706.848260 ,340017406
2017,5,1a,3171,1,2017,1,88442499.0170300 ,340017406
2017,5,1a,3100,1,2017,1,361370333.15750100,340017406
2017,5,1a,3172,1,2017,1,86625516.50127010,340017406
2017,5,1a,3101,1,2017,1,643173.3826625,340017406
2017,5,1b,3174,1,2017,1,8763596.0204007 ,340017406
2017,5,1b,3175,1,2017,1,6448829.697716 ,340017406
2017,5,1b,3171,1,2017,1,9037847.5617304 ,340017406
2017,5,1b,3100,1,2017,1,37721409.45603850,340017406
2017,5,1b,3172,1,2017,1,9302485.69250000,340017406
2017,5,1b,3101,1,2017,1,49584.7003594,340017406
2017,5,1c,3174,1,2017,1,61092847.3238386 ,340017406
2017,5,1c,3175,1,2017,1,45723401.580128 ,340017406
2017,5,1c,3171,1,2017,1,67877099.0252799 ,340017406
2017,5,1c,3100,1,2017,1,266741629.54016900,340017406
2017,5,1c,3172,1,2017,1,61663244.64000000,340017406
2017,5,1c,3101,1,2017,1,391289.3563169,340017406
2017,5,1d,3174,1,2017,1,16139822.6442646 ,340017406
2017,5,1d,3175,1,2017,1,11576804.387388 ,340017406
2017,5,1d,3171,1,2017,1,16594727.7725409 ,340017406
2017,5,1d,3100,1,2017,1,67860694.37538480,340017406
2017,5,1d,3172,1,2017,1,16916550.97412000,340017406
2017,5,1d,3101,1,2017,1,130938.8476131,340017406
2017,5,1e,3174,1,2017,1,86442475.9250367 ,340017406
2017,5,1e,3175,1,2017,1,66967114.479940 ,340017406
2017,5,1e,3171,1,2017,1,85776882.0079366 ,340017406
2017,5,1e,3100,1,2017,1,368844779.35730900,340017406
2017,5,1e,3172,1,2017,1,90444616.57827000,340017406
2017,5,1e,3101,1,2017,1,591436.6158991,340017406
2017,5,1f,3174,1,2017,1,52264685.8439220 ,340017406
2017,5,1f,3175,1,2017,1,38520654.785833 ,340017406
2017,5,1f,3171,1,2017,1,50478121.6753501 ,340017406
2017,5,1f,3100,1,2017,1,219297935.18710200,340017406
2017,5,1f,3172,1,2017,1,54145624.75000010,340017406
2017,5,1f,3101,1,2017,1,320917.6823277,340017406
2017,5,1g,3174,1,2017,1,27378593.5898581 ,340017406
2017,5,1g,3175,1,2017,1,20697290.275034 ,340017406
2017,5,1g,3171,1,2017,1,28929824.2467589 ,340017406
2017,5,1g,3100,1,2017,1,115425033.76017400,340017406
2017,5,1g,3172,1,2017,1,29528119.75000000,340017406
2017,5,1g,3101,1,2017,1,143691.2393346,340017406
2017,5,2,3174,1,2017,1,7835241.7411010 ,340017406
2017,5,2,3175,1,2017,1,10892727.862466 ,340017406
2017,5,2,3171,1,2017,1,12375659.1584257 ,340017406
2017,5,2,3100,1,2017,1,47189401.42244150,340017406
2017,5,2,3172,1,2017,1,9419708.99000000,340017406
2017,5,2,3101,1,2017,1,663359.7631583,340017406
2017,5,3,3174,1,2017,1,14327511.4512729 ,340017406
2017,5,3,3175,1,2017,1,16595472.092844 ,340017406
2017,5,3,3171,1,2017,1,97280480.5682584 ,340017406
2017,5,3,3100,1,2017,1,306859749.56957000,340017406
2017,5,3,3172,1,2017,1,19880239.25000000,340017406
2017,5,3,3101,1,2017,1,465003.6659792,340017406
